Geo_FIPS	Geo_NAME	Geo_QName	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_PUMA5	Geo_PUMA1	Geo_GEOID	Geo_BTTR	Geo_BTBG	Geo_AREALAND	Geo_AREAWATR	SE_T001_001	SE_T002_001	SE_T002_002	SE_T002_003	SE_T003_001	SE_T003_002	SE_T003_003	PCT_SE_T003_002	PCT_SE_T003_003	SE_T007_001	SE_T007_002	SE_T007_003	SE_T007_004	SE_T007_005	SE_T007_006	SE_T007_007	SE_T007_008	SE_T007_009	SE_T007_010	SE_T007_011	SE_T007_012	SE_T007_013	PCT_SE_T007_002	PCT_SE_T007_003	PCT_SE_T007_004	PCT_SE_T007_005	PCT_SE_T007_006	PCT_SE_T007_007	PCT_SE_T007_008	PCT_SE_T007_009	PCT_SE_T007_010	PCT_SE_T007_011	PCT_SE_T007_012	PCT_SE_T007_013	SE_T021_001	SE_T036_001	SE_T036_002	SE_T036_003	PCT_SE_T036_002	PCT_SE_T036_003	SE_T083_001
"17023"	"Clark County, Illinois"	"Clark County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000024"	""	""	""	""	"17"	"023"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17023"	""	""	"1298674057"	"8799466"	16089	16089	32.08682	501.42087453687	504.8184	501.4209	3.397493	99.33	0.67	16089	965	989	1053	650	1257	1786	1858	2322	2195	1606	931	477	6	6.15	6.54	4.04	7.81	11.1	11.55	14.43	13.64	9.98	5.79	2.96	2.38	8152	0	8152	0	100	25806
"17025"	"Clay County, Illinois"	"Clay County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000025"	""	""	""	""	"17"	"025"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17025"	""	""	"1212958828"	"3278251"	13466	13466	28.75347	468.326049387101	469.5918	468.326	1.26574	99.73	0.27	13466	788	756	948	529	1079	1434	1489	1851	2051	1361	813	367	5.85	5.61	7.04	3.93	8.01	10.65	11.06	13.75	15.23	10.11	6.04	2.73	2.35	6659	0	6659	0	100	23843
"17027"	"Clinton County, Illinois"	"Clinton County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000026"	""	""	""	""	"17"	"027"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17027"	""	""	"1227874118"	"75592335"	37858	37858	79.8549	474.084889968602	503.2712	474.0849	29.18637	94.2	5.8	37858	2116	2175	2386	1415	3076	5273	4767	5569	5061	3169	1950	901	5.59	5.75	6.3	3.74	8.13	13.93	12.59	14.71	13.37	8.37	5.15	2.38	2.55	19773	10	19763	0.05	99.95	29512
"17029"	"Coles County, Illinois"	"Coles County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000027"	""	""	""	""	"17"	"029"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17029"	""	""	"1316459188"	"4631825"	52802	52802	103.8821	508.287735696073	510.0761	508.2878	1.788358	99.65	0.35	52802	2460	2807	2607	1652	10668	6884	5358	6026	6384	4220	2654	1082	4.66	5.32	4.94	3.13	20.2	13.04	10.15	11.41	12.09	7.99	5.03	2.05	2.3	26969	19	26950	0.07	99.93	23944
"17031"	"Cook County, Illinois"	"Cook County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000028"	""	""	""	""	"17"	"031"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17031"	""	""	"2447516257"	"1786450196"	5227575	5227575	5531.876	944.991312701063	1634.744	944.9913	689.7523	57.81	42.19	5227575	334849	326547	326191	198811	494489	850719	708514	686311	623485	377451	205204	95004	6.41	6.25	6.24	3.8	9.46	16.27	13.55	13.13	11.93	7.22	3.93	1.82	2.63	2759566	1081	2758485	0.04	99.96	32179
"17033"	"Crawford County, Illinois"	"Crawford County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000029"	""	""	""	""	"17"	"033"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17033"	""	""	"1148997687"	"5667188"	19441	19441	43.82251	443.630484774447	445.8186	443.6305	2.188114	99.51	0.49	19441	984	1011	1095	696	1698	2497	2473	2703	2723	1863	1210	488	5.06	5.2	5.63	3.58	8.73	12.84	12.72	13.9	14.01	9.58	6.22	2.51	2.35	8864	0	8864	0	100	26245
"17035"	"Cumberland County, Illinois"	"Cumberland County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000030"	""	""	""	""	"17"	"035"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17035"	""	""	"896203087"	"2531272"	10890	10890	31.47163	346.025955332612	347.0033	346.026	0.9773296	99.72	0.28	10890	654	561	855	433	811	1240	1283	1497	1597	1091	602	266	6.01	5.15	7.85	3.98	7.45	11.39	11.78	13.75	14.66	10.02	5.53	2.44	2.56	5207	0	5207	0	100	22786
"17037"	"DeKalb County, Illinois"	"DeKalb County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000031"	""	""	""	""	"17"	"037"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17037"	""	""	"1635193082"	"8568514"	104458	104458	165.4514	631.351607806677	634.6599	631.3516	3.308322	99.48	0.52	104458	6180	6089	6749	3854	20800	14379	11612	12247	10841	6475	3449	1783	5.92	5.83	6.46	3.69	19.91	13.77	11.12	11.72	10.38	6.2	3.3	1.71	2.65	57748	16	57732	0.03	99.97	25172
"17039"	"De Witt County, Illinois"	"De Witt County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000032"	""	""	""	""	"17"	"039"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17039"	""	""	"1029643576"	"19519851"	16322	16322	41.05672	397.547627247694	405.0843	397.5476	7.536657	98.14	1.86	16322	911	1051	965	630	1174	1825	2016	2396	2429	1634	847	444	5.58	6.44	5.91	3.86	7.19	11.18	12.35	14.68	14.88	10.01	5.19	2.72	2.39	8783	0	8783	0	100	28294
"17041"	"Douglas County, Illinois"	"Douglas County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000033"	""	""	""	""	"17"	"041"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17041"	""	""	"1079156612"	"1448702"	19770	19770	47.44822	416.664713504464	417.2241	416.6647	0.559347	99.87	0.13	19770	1295	1218	1664	837	1621	2353	2426	2491	2663	1643	1032	527	6.55	6.16	8.42	4.23	8.2	11.9	12.27	12.6	13.47	8.31	5.22	2.67	2.59	9879	2	9877	0.02	99.98	26309
"17043"	"DuPage County, Illinois"	"DuPage County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000034"	""	""	""	""	"17"	"043"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17043"	""	""	"848266724"	"22849391"	930514	930514	2841.111	327.517637919558	336.3398	327.5176	8.8222	97.38	2.62	930514	55313	60874	62632	39952	82362	118562	120912	139413	125632	72343	35204	17315	5.94	6.54	6.73	4.29	8.85	12.74	12.99	14.98	13.5	7.77	3.78	1.86	2.71	514364	334	514030	0.06	99.94	40547
"17045"	"Edgar County, Illinois"	"Edgar County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000035"	""	""	""	""	"17"	"045"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17045"	""	""	"1614531795"	"1610634"	17828	17828	28.59919	623.374255015853	623.9962	623.3743	0.6218693	99.9	0.1	17828	985	1119	1059	672	1280	1974	2111	2385	2639	1940	1007	657	5.53	6.28	5.94	3.77	7.18	11.07	11.84	13.38	14.8	10.88	5.65	3.69	2.29	8603	0	8603	0	100	25122
"17047"	"Edwards County, Illinois"	"Edwards County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000036"	""	""	""	""	"17"	"047"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17047"	""	""	"576061731"	"781203"	6612	6612	29.72772	222.418698465012	222.7203	222.4187	0.3016242	99.86	0.14	6612	399	410	440	267	493	673	788	895	964	696	428	159	6.03	6.2	6.65	4.04	7.46	10.18	11.92	13.54	14.58	10.53	6.47	2.4	2.37	3303	0	3303	0	100	25235
"17049"	"Effingham County, Illinois"	"Effingham County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000037"	""	""	""	""	"17"	"049"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17049"	""	""	"1240027660"	"3183217"	34356	34356	71.75777	478.777371941492	480.0064	478.7774	1.229047	99.74	0.26	34356	2213	1992	2497	1470	2972	4277	3827	4758	4606	3066	1868	810	6.44	5.8	7.27	4.28	8.65	12.45	11.14	13.85	13.41	8.92	5.44	2.36	2.54	18072	6	18066	0.03	99.97	27680
"17051"	"Fayette County, Illinois"	"Fayette County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000038"	""	""	""	""	"17"	"051"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17051"	""	""	"1855687602"	"22942188"	22025	22025	30.74035	716.484999930502	725.343	716.485	8.858028	98.78	1.22	22025	1240	1240	1410	868	2039	2834	2730	3100	2858	1950	1204	552	5.63	5.63	6.4	3.94	9.26	12.87	12.4	14.07	12.98	8.85	5.47	2.51	2.65	9752	0	9752	0	100	21665
"17053"	"Ford County, Illinois"	"Ford County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000039"	""	""	""	""	"17"	"053"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17053"	""	""	"1257719717"	"1640286"	13758	13758	28.33148	485.608303976698	486.2416	485.6083	0.633318	99.87	0.13	13758	741	1003	830	599	983	1437	1593	1896	1981	1301	849	545	5.39	7.29	6.03	4.35	7.14	10.44	11.58	13.78	14.4	9.46	6.17	3.96	2.36	6731	2	6729	0.03	99.97	25524
"17055"	"Franklin County, Illinois"	"Franklin County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000040"	""	""	""	""	"17"	"055"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17055"	""	""	"1059021102"	"58413469"	39503	39503	96.61025	408.890357793164	431.4439	408.8904	22.55357	94.77	5.23	39503	2299	2512	2313	1644	3025	4491	4806	5309	5446	4331	2349	978	5.82	6.36	5.86	4.16	7.66	11.37	12.17	13.44	13.79	10.96	5.95	2.48	2.41	17344	9	17335	0.05	99.95	22119
"17057"	"Fulton County, Illinois"	"Fulton County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000041"	""	""	""	""	"17"	"057"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17057"	""	""	"2241880793"	"43973314"	36047	36047	41.64418	865.595065305322	882.5732	865.5951	16.97819	98.08	1.92	36047	1829	2030	2099	1344	2879	4344	4708	4973	5040	3624	2093	1084	5.07	5.63	5.82	3.73	7.99	12.05	13.06	13.8	13.98	10.05	5.81	3.01	2.38	16604	10	16594	0.06	99.94	22969
"17059"	"Gallatin County, Illinois"	"Gallatin County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000042"	""	""	""	""	"17"	"059"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17059"	""	""	"836749960"	"13238356"	5325	5325	16.48245	323.070976390624	328.1823	323.071	5.111358	98.44	1.56	5325	317	320	345	170	360	543	636	690	738	708	393	105	5.95	6.01	6.48	3.19	6.76	10.2	11.94	12.96	13.86	13.3	7.38	1.97	2.32	2336	0	2336	0	100	23109
"17061"	"Greene County, Illinois"	"Greene County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000043"	""	""	""	""	"17"	"061"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17061"	""	""	"1406413313"	"8425393"	13390	13390	24.65843	543.019238699175	546.2723	543.0192	3.253062	99.4	0.6	13390	683	859	795	558	1060	1502	1629	1911	1927	1335	755	376	5.1	6.42	5.94	4.17	7.92	11.22	12.17	14.27	14.39	9.97	5.64	2.81	2.48	6390	0	6390	0	100	21916
"17063"	"Grundy County, Illinois"	"Grundy County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000044"	""	""	""	""	"17"	"063"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17063"	""	""	"1082749557"	"32106092"	50338	50338	120.4109	418.051963175119	430.4482	418.052	12.39623	97.12	2.88	50338	3232	3789	3705	2306	4192	6298	7074	7213	6057	3845	1818	809	6.42	7.53	7.36	4.58	8.33	12.51	14.05	14.33	12.03	7.64	3.61	1.61	2.7	26244	26	26218	0.1	99.9	30232
"17065"	"Hamilton County, Illinois"	"Hamilton County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000045"	""	""	""	""	"17"	"065"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17065"	""	""	"1125778616"	"3174312"	8251	8251	18.98241	434.665550573979	435.8912	434.6656	1.225609	99.72	0.28	8251	454	441	635	317	606	895	946	1091	1201	878	525	262	5.5	5.34	7.7	3.84	7.34	10.85	11.47	13.22	14.56	10.64	6.36	3.18	2.4	3740	10	3730	0.27	99.73	24309
"17067"	"Hancock County, Illinois"	"Hancock County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000046"	""	""	""	""	"17"	"067"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17067"	""	""	"2055740567"	"53535827"	18633	18633	23.47536	793.725895255113	814.3962	793.7259	20.6703	97.46	2.54	18633	965	1188	1045	682	1329	1854	1961	2580	2822	2243	1289	675	5.18	6.38	5.61	3.66	7.13	9.95	10.52	13.85	15.15	12.04	6.92	3.62	2.38	9091	4	9087	0.04	99.96	25647
"17069"	"Hardin County, Illinois"	"Hardin County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000047"	""	""	""	""	"17"	"069"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17069"	""	""	"459795959"	"10489596"	4173	4173	23.50612	177.528223296787	181.5783	177.5282	4.050056	97.77	2.23	4173	140	142	301	163	309	337	641	700	697	459	219	65	3.35	3.4	7.21	3.91	7.4	8.08	15.36	16.77	16.7	11	5.25	1.56	2.72	1777	0	1777	0	100	21573
"17071"	"Henderson County, Illinois"	"Henderson County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000048"	""	""	""	""	"17"	"071"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17071"	""	""	"981273715"	"42340542"	6966	6966	18.38616	378.871920642103	395.2197	378.8719	16.34778	95.86	4.14	6966	341	316	391	287	499	646	666	1036	1160	908	499	217	4.9	4.54	5.61	4.12	7.16	9.27	9.56	14.87	16.65	13.03	7.16	3.12	2.26	3564	8	3556	0.22	99.78	26504
"17073"	"Henry County, Illinois"	"Henry County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000049"	""	""	""	""	"17"	"073"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17073"	""	""	"2131552064"	"6862245"	49681	49681	60.36597	822.99686330593	825.6464	822.9969	2.649528	99.68	0.32	49681	2715	2888	3557	2202	3910	5254	5807	6937	7200	5102	2850	1259	5.46	5.81	7.16	4.43	7.87	10.58	11.69	13.96	14.49	10.27	5.74	2.53	2.43	24478	27	24451	0.11	99.89	27777
"17075"	"Iroquois County, Illinois"	"Iroquois County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000050"	""	""	""	""	"17"	"075"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17075"	""	""	"2893771415"	"4235076"	28814	28814	25.78915	1117.29147779835	1118.927	1117.292	1.635172	99.85	0.15	28814	1549	1719	1912	1226	2132	2989	3165	4007	4198	3116	1942	859	5.38	5.97	6.64	4.25	7.4	10.37	10.98	13.91	14.57	10.81	6.74	2.98	2.38	14314	9	14305	0.06	99.94	25562
"17077"	"Jackson County, Illinois"	"Jackson County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000051"	""	""	""	""	"17"	"077"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17077"	""	""	"1512739403"	"47415895"	59188	59188	101.3368	584.071994155957	602.3794	584.072	18.30738	96.96	3.04	59188	3168	2889	2797	1849	13401	8571	6044	6111	6596	4334	2321	1107	5.35	4.88	4.73	3.12	22.64	14.48	10.21	10.32	11.14	7.32	3.92	1.87	2.32	28614	19	28595	0.07	99.93	21948
"17079"	"Jasper County, Illinois"	"Jasper County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000052"	""	""	""	""	"17"	"079"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17079"	""	""	"1280788077"	"9334509"	9592	9592	19.39678	494.51506956789	498.1191	494.5151	3.604074	99.28	0.72	9592	561	648	612	396	679	1046	1069	1457	1407	898	544	275	5.85	6.76	6.38	4.13	7.08	10.9	11.14	15.19	14.67	9.36	5.67	2.87	2.56	4886	7	4879	0.14	99.86	25811
"17081"	"Jefferson County, Illinois"	"Jefferson County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000053"	""	""	""	""	"17"	"081"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17081"	""	""	"1479314409"	"32679991"	38523	38523	67.44618	571.166519690439	583.7844	571.1665	12.61782	97.84	2.16	38523	2387	2390	2252	1421	3268	4652	4732	5399	5183	3792	2281	766	6.2	6.2	5.85	3.69	8.48	12.08	12.28	14.02	13.45	9.84	5.92	1.99	2.38	17827	12	17815	0.07	99.93	23054
"17083"	"Jersey County, Illinois"	"Jersey County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000054"	""	""	""	""	"17"	"083"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17083"	""	""	"956433109"	"20324168"	22441	22441	60.76946	369.280895509941	377.1281	369.2809	7.847206	97.92	2.08	22441	1093	1305	1498	912	2198	2425	2639	3287	3135	2176	1364	409	4.87	5.82	6.68	4.06	9.79	10.81	11.76	14.65	13.97	9.7	6.08	1.82	2.45	11053	1	11052	0.01	99.99	26346
"17085"	"Jo Daviess County, Illinois"	"Jo Daviess County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000055"	""	""	""	""	"17"	"085"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17085"	""	""	"1556339200"	"45776828"	22186	22186	36.92092	600.905950143398	618.5805	600.9059	17.67453	97.14	2.86	22186	963	1077	1464	861	1540	1955	2346	2928	3637	3131	1593	691	4.34	4.85	6.6	3.88	6.94	8.81	10.57	13.2	16.39	14.11	7.18	3.11	2.29	11432	0	11432	0	100	29892
"17087"	"Johnson County, Illinois"	"Johnson County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000056"	""	""	""	""	"17"	"087"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17087"	""	""	"890741063"	"12811451"	12866	12866	37.41018	343.917059075177	348.8636	343.9171	4.946529	98.58	1.42	12866	575	694	623	423	1204	1618	1633	1847	1801	1489	683	276	4.47	5.39	4.84	3.29	9.36	12.58	12.69	14.36	14	11.57	5.31	2.15	2.41	4774	8	4766	0.17	99.83	20928
"17089"	"Kane County, Illinois"	"Kane County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000057"	""	""	""	""	"17"	"089"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17089"	""	""	"1347216399"	"10775726"	526615	526615	1012.403	520.163176045603	524.3237	520.1631	4.160531	99.21	0.79	526615	35409	39961	42232	25351	46693	64680	73545	75714	61215	36906	17439	7470	6.72	7.59	8.02	4.81	8.87	12.28	13.97	14.38	11.62	7.01	3.31	1.42	3	277674	134	277540	0.05	99.95	31774
"17091"	"Kankakee County, Illinois"	"Kankakee County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000058"	""	""	""	""	"17"	"091"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17091"	""	""	"1752310523"	"12413735"	111493	111493	164.7913	676.570906120028	681.3639	676.5709	4.79297	99.3	0.7	111493	6818	7716	7638	4742	11691	13466	13513	14986	14211	9329	4957	2426	6.12	6.92	6.85	4.25	10.49	12.08	12.12	13.44	12.75	8.37	4.45	2.18	2.62	54797	64	54733	0.12	99.88	25111
"17093"	"Kendall County, Illinois"	"Kendall County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000059"	""	""	""	""	"17"	"093"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17093"	""	""	"829532937"	"5123221"	121452	121452	379.2004	320.284467727264	322.2625	320.2845	1.978087	99.39	0.61	121452	9095	10828	10480	5810	9159	16612	20505	16681	11624	6788	2842	1028	7.49	8.92	8.63	4.78	7.54	13.68	16.88	13.73	9.57	5.59	2.34	0.85	3.08	66123	0	66123	0	100	31920
"17095"	"Knox County, Illinois"	"Knox County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000060"	""	""	""	""	"17"	"095"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17095"	""	""	"1855506548"	"8834348"	51752	51752	72.23745	716.415118525646	719.826	716.4151	3.410961	99.53	0.47	51752	2668	2606	3219	1808	5391	5831	5896	6770	7429	5462	3231	1441	5.16	5.04	6.22	3.49	10.42	11.27	11.39	13.08	14.36	10.55	6.24	2.78	2.26	22930	26	22904	0.11	99.89	22939
"17097"	"Lake County, Illinois"	"Lake County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000061"	""	""	""	""	"17"	"097"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17097"	""	""	"1149636500"	"2394478200"	702890	702890	1583.524	443.877145376735	1368.39	443.8771	924.5132	32.44	67.56	702890	42340	49474	53717	33646	70886	77552	91399	107967	90228	50001	24231	11449	6.02	7.04	7.64	4.79	10.08	11.03	13	15.36	12.84	7.11	3.45	1.63	2.82	379883	10449	369434	2.75	97.25	40655
"17099"	"LaSalle County, Illinois"	"LaSalle County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000062"	""	""	""	""	"17"	"099"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17099"	""	""	"2939990002"	"33693286"	111935	111935	98.60928	1135.13653962876	1148.146	1135.137	13.00905	98.87	1.13	111935	6126	6669	7326	4526	9403	13452	12846	16147	15844	10301	5907	3388	5.47	5.96	6.54	4.04	8.4	12.02	11.48	14.43	14.15	9.2	5.28	3.03	2.45	55899	43	55856	0.08	99.92	26228
"17101"	"Lawrence County, Illinois"	"Lawrence County, Illinois"	"il"	"050"	"00"	"ACSSF"	"0000063"	""	""	""	""	"17"	"101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US17101"	""	""	"963936864"	"5077778"	16582	16582	44.55394	372.178132099454	374.1387	372.1781	1.960541	99.48	0.52	16582	859	954	819	524	1345	2842	1996	2386	2083	1419	937	418	5.18	5.75	4.94	3.16	8.11	17.14	12.04	14.39	12.56	8.56	5.65	2.52	2.17	5137	0	5137	0	100	16417
